Attrition,Age,MonthlyIncome,DistanceFromHome,Education,Department,JobRole,MaritalStatus,Gender,OverTime,JobSatisfaction,EmployeeNumber,YearsAtCompany
No,31,1129,2,1,Research & Development,Laboratory Technician,Divorced,Female,Yes,4,1974,1
No,39,13341,15,4,Sales,Sales Executive,Single,Male,No,1,1975,20
No,42,4332,23,2,Research & Development,Research Scientist,Single,Male,No,3,1976,20
No,31,11031,10,3,Research & Development,Research Director,Married,Female,No,3,1979,11
No,54,4440,10,3,Research & Development,Manufacturing Director,Single,Female,Yes,1,1980,5
No,24,4617,1,2,Research & Development,Healthcare Representative,Single,Male,No,3,1981,4
No,23,2647,12,2,Research & Development,Laboratory Technician,Single,Male,No,4,1982,5
No,40,6323,11,3,Research & Development,Laboratory Technician,Married,Female,No,3,1985,10
No,40,5677,2,2,Sales,Sales Executive,Married,Female,No,2,1986,11
No,25,2187,2,3,Human Resources,Human Resources,Married,Female,No,2,1987,2
No,30,3748,1,2,Research & Development,Laboratory Technician,Married,Male,No,2,1989,12
No,25,3977,2,1,Research & Development,Laboratory Technician,Divorced,Male,Yes,3,1992,2
No,47,8633,25,3,Research & Development,Healthcare Representative,Single,Male,No,3,1993,17
No,33,2008,1,2,Research & Development,Laboratory Technician,Divorced,Male,No,3,1994,1
No,38,4440,1,4,Sales,Sales Executive,Married,Male,No,2,1995,15
No,31,3067,2,2,Sales,Sales Representative,Married,Male,No,3,1996,2
No,38,5321,6,4,Research & Development,Manufacturing Director,Married,Male,No,3,1997,8
No,42,5410,18,4,Research & Development,Research Scientist,Divorced,Male,Yes,1,1998,4
No,41,2782,1,3,Research & Development,Research Scientist,Married,Male,No,4,1999,5
No,47,11957,1,1,Research & Development,Research Director,Married,Female,No,2,2000,13
No,35,2660,11,4,Research & Development,Laboratory Technician,Married,Male,Yes,3,2003,2
No,22,3375,1,2,Research & Development,Research Scientist,Single,Male,No,3,2007,3
No,35,5098,9,4,Research & Development,Research Scientist,Single,Male,No,3,2008,10
No,33,4878,15,2,Research & Development,Healthcare Representative,Married,Female,Yes,4,2009,9
No,32,2837,29,4,Research & Development,Laboratory Technician,Single,Female,No,2,2010,6
No,40,2406,1,4,Research & Development,Laboratory Technician,Married,Male,No,4,2012,1
No,32,2269,1,4,Sales,Sales Representative,Married,Male,No,2,2013,2
No,39,4108,24,1,Research & Development,Research Scientist,Single,Male,No,4,2014,7
No,38,13206,10,3,Research & Development,Research Director,Married,Female,No,3,2015,18
No,32,10422,1,4,Sales,Sales Executive,Married,Female,No,4,2016,14
No,37,13744,10,3,Research & Development,Research Director,Married,Female,Yes,4,2017,16
No,25,4907,8,2,Sales,Sales Executive,Divorced,Female,Yes,3,2018,5
No,52,3482,29,4,Sales,Sales Representative,Divorced,Male,No,4,2019,9
No,44,2436,1,3,Research & Development,Research Scientist,Single,Male,Yes,4,2020,4
No,21,2380,5,1,Sales,Sales Representative,Single,Male,Yes,1,2021,2
No,39,19431,9,3,Research & Development,Manager,Single,Male,No,4,2022,6
Yes,23,1790,9,3,Sales,Sales Representative,Married,Male,No,1,2023,1
No,36,7644,3,3,Sales,Sales Executive,Married,Female,No,4,2024,9
No,36,5131,4,2,Research & Development,Manufacturing Director,Divorced,Female,No,2,2025,4
No,56,6306,1,4,Research & Development,Healthcare Representative,Divorced,Male,No,3,2026,13
Yes,29,4787,1,4,Research & Development,Research Scientist,Married,Male,Yes,4,2027,2
No,42,18880,2,3,Research & Development,Manager,Married,Male,No,3,2031,22
Yes,56,2339,7,2,Research & Development,Laboratory Technician,Married,Male,No,3,2032,10
No,41,13570,28,4,Research & Development,Manufacturing Director,Married,Female,No,2,2034,20
No,34,6712,28,3,Sales,Sales Executive,Married,Female,No,3,2035,8
No,36,5406,15,4,Sales,Sales Executive,Divorced,Male,No,4,2036,15
No,41,8938,3,3,Sales,Sales Executive,Divorced,Male,No,2,2037,5
No,32,2439,2,3,Research & Development,Research Scientist,Single,Male,No,1,2038,4
No,35,8837,26,4,Human Resources,Human Resources,Single,Female,Yes,4,2040,9
No,38,5343,10,2,Sales,Sales Executive,Married,Female,No,4,2041,10
Yes,50,6728,1,4,Sales,Sales Executive,Divorced,Male,No,3,2044,6
No,36,6652,11,4,Sales,Sales Executive,Married,Female,No,4,2045,6
No,45,4850,20,3,Sales,Sales Executive,Single,Female,No,3,2046,5
No,40,2809,2,4,Research & Development,Research Scientist,Single,Male,No,3,2048,2
No,35,5689,18,4,Research & Development,Healthcare Representative,Married,Male,Yes,3,2049,10
No,40,2001,2,4,Research & Development,Research Scientist,Married,Female,No,3,2051,5
No,35,2977,1,4,Research & Development,Research Scientist,Married,Female,No,4,2052,4
No,29,4025,13,2,Research & Development,Laboratory Technician,Married,Male,Yes,2,2053,4
No,29,3785,28,4,Research & Development,Research Scientist,Single,Female,No,1,2054,5
Yes,50,10854,28,3,Sales,Sales Executive,Divorced,Male,Yes,1,2055,3
No,39,12031,24,1,Sales,Sales Executive,Married,Female,No,4,2056,20
No,31,9936,5,3,Research & Development,Manufacturing Director,Single,Male,No,1,2057,9
No,26,2966,5,3,Sales,Sales Representative,Single,Female,No,3,2060,4
No,36,2571,23,2,Research & Development,Laboratory Technician,Married,Male,No,4,2061,5
No,39,9991,6,1,Research & Development,Healthcare Representative,Married,Male,No,1,2062,7
No,27,6142,4,3,Research & Development,Manufacturing Director,Married,Male,Yes,2,2064,6
No,49,5390,2,3,Sales,Sales Executive,Married,Male,No,2,2065,9
No,34,4404,8,3,Research & Development,Laboratory Technician,Married,Male,No,3,2068,4
